date,theta-token
2018-01-24 00:00:00.000,0.2168872957598479
2018-01-25 00:00:00.000,0.29396893827576187
2018-01-26 00:00:00.000,0.2956980337018605
2018-01-27 00:00:00.000,0.26127898251737536
2018-01-28 00:00:00.000,0.2956698509161049
2018-01-29 00:00:00.000,0.27909208496396753
2018-01-30 00:05:24.318,0.2742017114277758
2018-01-31 00:00:00.000,0.21506550032981536
2018-02-01 00:00:00.000,0.21633531252097085
2018-02-02 00:00:00.000,0.19040649113284197
2018-02-03 00:00:00.000,0.17077457450758315
2018-02-04 00:00:00.000,0.18783784473729848
2018-02-05 00:00:00.000,0.15460005468653382
2018-02-06 00:00:00.000,0.11699431271885632
2018-02-07 00:00:00.000,0.13517033145062113
2018-02-08 00:05:21.832,0.12130235690816864
2018-02-09 00:00:00.000,0.13052847734120568
2018-02-10 00:00:00.000,0.14117889621368573
2018-02-11 00:00:00.000,0.13154294927745047
2018-02-12 00:00:00.000,0.11756985485948548
2018-02-13 00:00:00.000,0.11639086001500502
2018-02-14 00:00:00.000,0.1146525060349095
2018-02-15 00:00:00.000,0.1284833447231429
2018-02-16 00:00:00.000,0.14466577122384408
2018-02-17 00:00:00.000,0.13967802333196067
2018-02-18 00:00:00.000,0.1688509258816479
2018-02-19 00:00:00.000,0.1653953373999487
2018-02-20 00:00:00.000,0.16958219738464178
2018-02-21 00:00:00.000,0.15107808613476462
2018-02-22 00:00:00.000,0.13097363129646583
2018-02-23 00:00:00.000,0.13438251154924177
2018-02-24 00:00:00.000,0.13235396167938826
2018-02-25 00:00:00.000,0.12798323938594675
2018-02-26 00:00:00.000,0.1187952859059071
2018-02-27 00:00:00.000,0.12736630593733417
2018-02-28 00:00:00.000,0.14866010148247663
2018-03-01 00:00:00.000,0.1454162471748463
2018-03-02 00:00:00.000,0.2050931762226897
2018-03-03 00:00:00.000,0.19762668566852346
2018-03-04 00:00:00.000,0.23051270313276473
2018-03-05 00:00:00.000,0.22105138396907378
2018-03-06 00:00:00.000,0.2154594717148963
2018-03-07 00:00:00.000,0.19965484542084486
2018-03-08 00:00:00.000,0.1696293509571897
2018-03-09 00:00:00.000,0.1448565013111639
2018-03-10 00:00:00.000,0.16883868370591665
2018-03-11 00:00:00.000,0.16625064691710795
2018-03-12 00:00:00.000,0.1852176597906587
2018-03-13 00:00:00.000,0.16780877195553615
2018-03-14 00:00:00.000,0.16428085536310236
2018-03-15 00:00:00.000,0.14879132924546495
2018-03-16 00:00:00.000,0.14936709117166805
2018-03-17 00:00:00.000,0.1514296034091191
2018-03-18 00:00:00.000,0.14385336371652271
2018-03-19 00:00:00.000,0.1404307731149683
2018-03-20 00:00:00.000,0.1487839527438199
2018-03-21 00:00:00.000,0.1553685072335687
2018-03-22 00:00:00.000,0.15517794266735618
2018-03-23 00:00:00.000,0.1486613830184655
2018-03-24 00:00:00.000,0.15138331327307933
2018-03-25 00:00:00.000,0.1460377301013398
2018-03-26 00:00:00.000,0.14441765094638104
2018-03-27 00:00:00.000,0.13223622927181863
2018-03-28 00:00:00.000,0.12911757974615504
2018-03-29 00:00:00.000,0.132875919792945
2018-03-30 00:00:00.000,0.11847652313968249
2018-03-31 00:00:00.000,0.11673991323341318
2018-04-01 00:00:00.000,0.11691911856248155
2018-04-02 00:00:00.000,0.10856744429082221
2018-04-03 00:00:00.000,0.11455676626204836
2018-04-04 00:00:00.000,0.11951162012129787
2018-04-05 00:00:00.000,0.10936051229509586
2018-04-06 00:00:00.000,0.1076280488847033
2018-04-07 00:00:00.000,0.10089476008704806
2018-04-08 00:00:00.000,0.1035865182308055
2018-04-09 00:00:00.000,0.10432034900327249
2018-04-10 00:00:00.000,0.10600806340434156
2018-04-11 00:00:00.000,0.10426726727981381
2018-04-12 00:00:00.000,0.11243538300624419
